,reporttime,name,code,SW3,type,value(M)
565,20200131,光威复材,300699,航空装备,销售额,10
566,20200229,光威复材,300699,航空装备,销售额,18
567,20220131,光威复材,300699,航空装备,销售额,27
570,20210731,光威复材,300699,航空装备,销售额,46
571,20211231,光威复材,300699,航空装备,销售额,40
573,20200630,光威复材,300699,航空装备,销售额,29
574,20210630,光威复材,300699,航空装备,销售额,41
575,20210930,光威复材,300699,航空装备,销售额,55
576,20200930,光威复材,300699,航空装备,销售额,37
577,20220930,光威复材,300699,航空装备,销售额,57
578,20210531,光威复材,300699,航空装备,销售额,39
579,20201231,光威复材,300699,航空装备,销售额,20
580,20200531,光威复材,300699,航空装备,销售额,33
581,20220630,光威复材,300699,航空装备,销售额,64
582,20220430,光威复材,300699,航空装备,销售额,51
583,20210131,光威复材,300699,航空装备,销售额,15
584,20211031,光威复材,300699,航空装备,销售额,54
585,20211130,光威复材,300699,航空装备,销售额,53
586,20220331,光威复材,300699,航空装备,销售额,26
588,20221130,光威复材,300699,航空装备,销售额,49
589,20221231,光威复材,300699,航空装备,销售额,25
590,20230131,光威复材,300699,航空装备,销售额,15
591,20230228,光威复材,300699,航空装备,销售额,16
592,20230331,光威复材,300699,航空装备,销售额,23
593,20230430,光威复材,300699,航空装备,销售额,30
594,20230531,光威复材,300699,航空装备,销售额,28
595,20230630,光威复材,300699,航空装备,销售额,39
596,20230731,光威复材,300699,航空装备,销售额,23
597,20230831,光威复材,300699,航空装备,销售额,23
598,20230930,光威复材,300699,航空装备,销售额,24
599,20230731,光威复材,300699,航空装备,销售额,23
600,20220430,纳思达,002180,其他计算机设备,销售额,33
602,20200131,纳思达,002180,其他计算机设备,销售额,18
603,20200229,纳思达,002180,其他计算机设备,销售额,28
605,20200731,纳思达,002180,其他计算机设备,销售额,38
606,20221031,纳思达,002180,其他计算机设备,销售额,39
608,20210430,纳思达,002180,其他计算机设备,销售额,28
609,20200331,纳思达,002180,其他计算机设备,销售额,57
610,20201031,纳思达,002180,其他计算机设备,销售额,28
611,20210731,纳思达,002180,其他计算机设备,销售额,34
613,20210531,纳思达,002180,其他计算机设备,销售额,35
614,20200930,纳思达,002180,其他计算机设备,销售额,36
615,20220930,纳思达,002180,其他计算机设备,销售额,42
616,20200430,纳思达,002180,其他计算机设备,销售额,42
617,20220228,纳思达,002180,其他计算机设备,销售额,23
618,20220831,纳思达,002180,其他计算机设备,销售额,31
619,20201130,纳思达,002180,其他计算机设备,销售额,49
620,20200630,纳思达,002180,其他计算机设备,销售额,44
621,20210630,纳思达,002180,其他计算机设备,销售额,29
622,20200531,纳思达,002180,其他计算机设备,销售额,43
623,20210331,纳思达,002180,其他计算机设备,销售额,37
624,20201231,纳思达,002180,其他计算机设备,销售额,34
625,20210131,纳思达,002180,其他计算机设备,销售额,35
626,20211031,纳思达,002180,其他计算机设备,销售额,28
627,20211130,纳思达,002180,其他计算机设备,销售额,49
628,20211231,纳思达,002180,其他计算机设备,销售额,35
629,20220731,纳思达,002180,其他计算机设备,销售额,36
630,20210228,纳思达,002180,其他计算机设备,销售额,21
631,20210831,纳思达,002180,其他计算机设备,销售额,31
632,20200831,纳思达,002180,其他计算机设备,销售额,32
633,20220531,纳思达,002180,其他计算机设备,销售额,44
634,20210930,纳思达,002180,其他计算机设备,销售额,34
635,20220131,纳思达,002180,其他计算机设备,销售额,33
636,20220331,纳思达,002180,其他计算机设备,销售额,32
637,20220630,纳思达,002180,其他计算机设备,销售额,53
638,20221130,纳思达,002180,其他计算机设备,销售额,75
639,20221231,纳思达,002180,其他计算机设备,销售额,72
640,20230131,纳思达,002180,其他计算机设备,销售额,31
641,20230228,纳思达,002180,其他计算机设备,销售额,37
642,20230331,纳思达,002180,其他计算机设备,销售额,35
643,20230430,纳思达,002180,其他计算机设备,销售额,33
644,20230531,纳思达,002180,其他计算机设备,销售额,26
645,20230630,纳思达,002180,其他计算机设备,销售额,36
646,20230731,纳思达,002180,其他计算机设备,销售额,25
647,20230831,纳思达,002180,其他计算机设备,销售额,24
648,20230930,纳思达,002180,其他计算机设备,销售额,30
649,20230731,纳思达,002180,其他计算机设备,销售额,25
650,20200331,品渥食品,300892,乳品,销售额,69
651,20200930,品渥食品,300892,乳品,销售额,94
652,20210630,品渥食品,300892,乳品,销售额,103
653,20211231,品渥食品,300892,乳品,销售额,70
654,20200430,品渥食品,300892,乳品,销售额,90
655,20210531,品渥食品,300892,乳品,销售额,93
656,20211130,品渥食品,300892,乳品,销售额,117
657,20200229,品渥食品,300892,乳品,销售额,51
658,20220131,品渥食品,300892,乳品,销售额,75
659,20210731,品渥食品,300892,乳品,销售额,91
660,20220630,品渥食品,300892,乳品,销售额,105
661,20220430,品渥食品,300892,乳品,销售额,69
662,20220331,品渥食品,300892,乳品,销售额,76
663,20210831,品渥食品,300892,乳品,销售额,103
665,20201231,品渥食品,300892,乳品,销售额,60
666,20220531,品渥食品,300892,乳品,销售额,73
667,20220731,品渥食品,300892,乳品,销售额,76
669,20220930,品渥食品,300892,乳品,销售额,86
670,20210131,品渥食品,300892,乳品,销售额,81
671,20210228,品渥食品,300892,乳品,销售额,52
673,20200630,品渥食品,300892,乳品,销售额,102
674,20201031,品渥食品,300892,乳品,销售额,76
675,20200131,品渥食品,300892,乳品,销售额,66
676,20210430,品渥食品,300892,乳品,销售额,80
678,20200831,品渥食品,300892,乳品,销售额,84
679,20200531,品渥食品,300892,乳品,销售额,90
680,20220831,品渥食品,300892,乳品,销售额,78
681,20200731,品渥食品,300892,乳品,销售额,84
682,20210930,品渥食品,300892,乳品,销售额,125
683,20210331,品渥食品,300892,乳品,销售额,76
684,20201130,品渥食品,300892,乳品,销售额,108
685,20211031,品渥食品,300892,乳品,销售额,87
686,20220228,品渥食品,300892,乳品,销售额,43
687,20221031,品渥食品,300892,乳品,销售额,56
688,20221130,品渥食品,300892,乳品,销售额,70
689,20221231,品渥食品,300892,乳品,销售额,55
690,20230131,品渥食品,300892,乳品,销售额,44
691,20230228,品渥食品,300892,乳品,销售额,42
692,20230331,品渥食品,300892,乳品,销售额,58
693,20230430,品渥食品,300892,乳品,销售额,64
694,20230531,品渥食品,300892,乳品,销售额,51
695,20230630,品渥食品,300892,乳品,销售额,57
696,20230731,品渥食品,300892,乳品,销售额,38
697,20230831,品渥食品,300892,乳品,销售额,56
698,20230930,品渥食品,300892,乳品,销售额,60
699,20230731,品渥食品,300892,乳品,销售额,38
700,20200831,东阿阿胶,000423,中药,销售额,48
701,20210831,东阿阿胶,000423,中药,销售额,55
702,20211130,东阿阿胶,000423,中药,销售额,160
703,20200630,东阿阿胶,000423,中药,销售额,76
704,20201031,东阿阿胶,000423,中药,销售额,52
705,20210930,东阿阿胶,000423,中药,销售额,97
706,20200331,东阿阿胶,000423,中药,销售额,51
707,20210731,东阿阿胶,000423,中药,销售额,40
708,20220930,东阿阿胶,000423,中药,销售额,80
709,20200229,东阿阿胶,000423,中药,销售额,29
710,20220131,东阿阿胶,000423,中药,销售额,131
712,20201231,东阿阿胶,000423,中药,销售额,96
713,20210228,东阿阿胶,000423,中药,销售额,60
714,20220630,东阿阿胶,000423,中药,销售额,67
715,20220531,东阿阿胶,000423,中药,销售额,52
716,20220731,东阿阿胶,000423,中药,销售额,43
717,20200930,东阿阿胶,000423,中药,销售额,65
718,20210630,东阿阿胶,000423,中药,销售额,71
719,20211231,东阿阿胶,000423,中药,销售额,92
720,20220430,东阿阿胶,000423,中药,销售额,37
721,20200731,东阿阿胶,000423,中药,销售额,36
722,20210430,东阿阿胶,000423,中药,销售额,47
723,20210531,东阿阿胶,000423,中药,销售额,51
724,20200430,东阿阿胶,000423,中药,销售额,49
727,20220228,东阿阿胶,000423,中药,销售额,46
728,20221031,东阿阿胶,000423,中药,销售额,57
730,20210131,东阿阿胶,000423,中药,销售额,91
731,20220331,东阿阿胶,000423,中药,销售额,45
732,20200131,东阿阿胶,000423,中药,销售额,82
733,20211031,东阿阿胶,000423,中药,销售额,66
734,20200531,东阿阿胶,000423,中药,销售额,44
735,20210331,东阿阿胶,000423,中药,销售额,63
736,20220831,东阿阿胶,000423,中药,销售额,52
737,20201130,东阿阿胶,000423,中药,销售额,162
738,20221130,东阿阿胶,000423,中药,销售额,168
739,20221231,东阿阿胶,000423,中药,销售额,90
740,20230131,东阿阿胶,000423,中药,销售额,164
741,20230228,东阿阿胶,000423,中药,销售额,62
742,20230331,东阿阿胶,000423,中药,销售额,84
743,20230430,东阿阿胶,000423,中药,销售额,76
744,20230531,东阿阿胶,000423,中药,销售额,72
745,20230630,东阿阿胶,000423,中药,销售额,127
746,20230731,东阿阿胶,000423,中药,销售额,54
747,20230831,东阿阿胶,000423,中药,销售额,77
748,20230930,东阿阿胶,000423,中药,销售额,140
749,20230731,东阿阿胶,000423,中药,销售额,54
750,20200131,荣泰健康,603579,其他家电,销售额,31
751,20220430,荣泰健康,603579,其他家电,销售额,34
752,20210430,荣泰健康,603579,其他家电,销售额,49
753,20220228,荣泰健康,603579,其他家电,销售额,48
754,20210930,荣泰健康,603579,其他家电,销售额,62
755,20220531,荣泰健康,603579,其他家电,销售额,34
756,20220731,荣泰健康,603579,其他家电,销售额,32
758,20210131,荣泰健康,603579,其他家电,销售额,47
759,20220131,荣泰健康,603579,其他家电,销售额,90
761,20201231,荣泰健康,603579,其他家电,销售额,52
762,20210228,荣泰健康,603579,其他家电,销售额,45
763,20200331,荣泰健康,603579,其他家电,销售额,50
764,20211031,荣泰健康,603579,其他家电,销售额,52
765,20200731,荣泰健康,603579,其他家电,销售额,40
766,20220630,荣泰健康,603579,其他家电,销售额,163
767,20200229,荣泰健康,603579,其他家电,销售额,20
768,20210630,荣泰健康,603579,其他家电,销售额,162
769,20200831,荣泰健康,603579,其他家电,销售额,43
770,20210831,荣泰健康,603579,其他家电,销售额,58
771,20211130,荣泰健康,603579,其他家电,销售额,210
772,20201031,荣泰健康,603579,其他家电,销售额,54
773,20200430,荣泰健康,603579,其他家电,销售额,37
774,20200531,荣泰健康,603579,其他家电,销售额,44
775,20201130,荣泰健康,603579,其他家电,销售额,109
776,20220331,荣泰健康,603579,其他家电,销售额,55
777,20210531,荣泰健康,603579,其他家电,销售额,58
778,20221031,荣泰健康,603579,其他家电,销售额,37
779,20210731,荣泰健康,603579,其他家电,销售额,47
780,20211231,荣泰健康,603579,其他家电,销售额,106
781,20220930,荣泰健康,603579,其他家电,销售额,49
782,20200930,荣泰健康,603579,其他家电,销售额,42
784,20200630,荣泰健康,603579,其他家电,销售额,71
785,20210331,荣泰健康,603579,其他家电,销售额,68
786,20220831,荣泰健康,603579,其他家电,销售额,36
788,20221130,荣泰健康,603579,其他家电,销售额,160
789,20221231,荣泰健康,603579,其他家电,销售额,49
790,20230131,荣泰健康,603579,其他家电,销售额,44
791,20230228,荣泰健康,603579,其他家电,销售额,46
792,20230331,荣泰健康,603579,其他家电,销售额,52
793,20230430,荣泰健康,603579,其他家电,销售额,50
794,20230531,荣泰健康,603579,其他家电,销售额,35
795,20230630,荣泰健康,603579,其他家电,销售额,123
796,20230731,荣泰健康,603579,其他家电,销售额,27
797,20230831,荣泰健康,603579,其他家电,销售额,35
798,20230930,荣泰健康,603579,其他家电,销售额,32
799,20230731,荣泰健康,603579,其他家电,销售额,27
800,20200229,倍轻松,688793,个护小家电,销售额,25
801,20200430,倍轻松,688793,个护小家电,销售额,33
802,20220131,倍轻松,688793,个护小家电,销售额,82
803,20200131,倍轻松,688793,个护小家电,销售额,28
805,20200630,倍轻松,688793,个护小家电,销售额,66
806,20210930,倍轻松,688793,个护小家电,销售额,76
807,20220630,倍轻松,688793,个护小家电,销售额,105
808,20210331,倍轻松,688793,个护小家电,销售额,53
809,20221031,倍轻松,688793,个护小家电,销售额,39
810,20210731,倍轻松,688793,个护小家电,销售额,58
811,20211231,倍轻松,688793,个护小家电,销售额,80
813,20210831,倍轻松,688793,个护小家电,销售额,70
